item_id,question_id,question,answer,K,true_score,judge_score,judge_model,gold_e1,gold_e2,gold_e3,gold_e4,gold_e5,gold_e6,gold_e7,gold_e8,gold_e9,gold_e10,judge_e1,judge_e2,judge_e3,judge_e4,judge_e5,judge_e6,judge_e7,judge_e8,judge_e9,judge_e10,element_1_text,element_2_text,element_3_text,element_4_text,element_5_text,element_6_text,element_7_text,element_8_text,element_9_text,element_10_text
103,4,How does natural selection produce adaptation?,"This is a population-level, statistical process, not individual change. Individuals differ in survival and reproductive success (fitness). Heritable variation exists among individuals in a population. Natural selection does not act with foresight or intent toward a goal. Traits that increase fitness are called adaptive traits.",10,5,5.0,claude-haiku-4-5-20251001,1,0,1,0,1,0,1,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
104,4,How does natural selection produce adaptation?,"Natural selection guarantees that every population evolves toward an optimal, perfect design. Natural selection always increases the overall genetic diversity of a population. Over many generations this produces populations well-suited to their environment. This differential success is influenced by the environment. Variation arises from mutation and recombination. Adaptive traits become fixed within a single generation once they appear. Natural selection works toward producing the most complex or advanced organisms possible.",10,3,3.0,claude-haiku-4-5-20251001,0,1,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
105,4,How does natural selection produce adaptation?,"Heritable variation exists among individuals in a population. This is a population-level, statistical process, not individual change. This differential success is influenced by the environment. Mutations arise specifically because organisms need them to adapt to new conditions. Over many generations this produces populations well-suited to their environment. Individuals differ in survival and reproductive success (fitness). Natural selection does not act with foresight or intent toward a goal. Adaptive traits become fixed within a single generation once they appear. Natural selection works toward producing the most complex or advanced organisms possible.",10,6,6.0,claude-haiku-4-5-20251001,1,0,1,1,0,0,1,0,1,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
106,4,How does natural selection produce adaptation?,Individual organisms change their traits during their lifetime through use and this is passed on. Natural selection does not act with foresight or intent toward a goal. Over many generations this produces populations well-suited to their environment. Traits that increase fitness are called adaptive traits. Adaptation occurs because organisms strive to survive and consciously pass on desired traits. Selection acts on phenotypes but changes allele/genotype frequencies. Environmental influence on fitness is negligible compared to random chance alone. Individuals differ in survival and reproductive success (fitness).,10,5,5.0,claude-haiku-4-5-20251001,0,0,1,0,1,0,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
107,4,How does natural selection produce adaptation?,"Natural selection selects genotypes directly rather than acting through phenotypes. Variation arises from mutation and recombination. This is a population-level, statistical process, not individual change. Individuals differ in survival and reproductive success (fitness). This differential success is influenced by the environment. Only sexual reproduction, never mutation, introduces the variation selection acts upon. Adaptive traits become fixed within a single generation once they appear. Natural selection does not act with foresight or intent toward a goal. Individual organisms change their traits during their lifetime through use and this is passed on. Selection acts on phenotypes but changes allele/genotype frequencies.",10,6,7.0,claude-haiku-4-5-20251001,0,1,1,1,0,0,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
108,4,How does natural selection produce adaptation?,"Adaptation occurs because organisms strive to survive and consciously pass on desired traits. Selection acts on phenotypes but changes allele/genotype frequencies. Heritable variation exists among individuals in a population. Traits that increase fitness are called adaptive traits. Variation arises from mutation and recombination. Advantageous heritable traits become more frequent over generations. This is a population-level, statistical process, not individual change. Natural selection does not act with foresight or intent toward a goal.",10,7,7.0,claude-haiku-4-5-20251001,1,1,0,0,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
109,4,How does natural selection produce adaptation?,Individuals differ in survival and reproductive success (fitness). Natural selection does not act with foresight or intent toward a goal. Variation arises from mutation and recombination. Adaptive traits become fixed within a single generation once they appear. Natural selection works toward producing the most complex or advanced organisms possible. This differential success is influenced by the environment. Environmental influence on fitness is negligible compared to random chance alone. Heritable variation exists among individuals in a population. Over many generations this produces populations well-suited to their environment.,10,6,6.0,claude-haiku-4-5-20251001,1,1,1,1,0,0,0,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
110,4,How does natural selection produce adaptation?,"Heritable variation exists among individuals in a population. Natural selection guarantees that every population evolves toward an optimal, perfect design. Individuals differ in survival and reproductive success (fitness). This differential success is influenced by the environment. Mutations arise specifically because organisms need them to adapt to new conditions. Natural selection selects genotypes directly rather than acting through phenotypes. This is a population-level, statistical process, not individual change. Natural selection works toward producing the most complex or advanced organisms possible. Adaptive traits become fixed within a single generation once they appear.",10,4,4.0,claude-haiku-4-5-20251001,1,0,1,1,0,0,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
111,4,How does natural selection produce adaptation?,Natural selection selects genotypes directly rather than acting through phenotypes. Variation arises from mutation and recombination. Natural selection always increases the overall genetic diversity of a population. Selection acts on phenotypes but changes allele/genotype frequencies. This differential success is influenced by the environment. Individual organisms change their traits during their lifetime through use and this is passed on. Over many generations this produces populations well-suited to their environment. Natural selection does not act with foresight or intent toward a goal.,10,5,6.0,claude-haiku-4-5-20251001,0,1,0,1,0,0,0,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Heritable variation exists among individuals in a population,Variation arises from mutation and recombination,Individuals differ in survival and reproductive success (fitness),This differential success is influenced by the environment,Traits that increase fitness are called adaptive traits,Advantageous heritable traits become more frequent over generations,"This is a population-level, statistical process, not individual change",Selection acts on phenotypes but changes allele/genotype frequencies,Over many generations this produces populations well-suited to their environment,Natural selection does not act with foresight or intent toward a goal
112,14,Why is the sky blue?,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4. Earth's atmosphere consists mostly of nitrogen and oxygen molecules. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. Sunlight reaching Earth is essentially white light containing all visible wavelengths. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Scattered blue light arrives at an observer's eyes from all directions across the sky. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength.",10,8,9.0,claude-haiku-4-5-20251001,1,1,1,1,0,1,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
113,14,Why is the sky blue?,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. Blue skies result from Mie scattering off large dust particles bigger than the light's wavelength. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Rayleigh scattering intensity grows in proportion to wavelength^4, favoring longer wavelengths. Scattered blue light only reaches an observer's eyes when looking directly at the sun.",10,2,3.0,claude-haiku-4-5-20251001,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
114,14,Why is the sky blue?,"Scattered blue light arrives at an observer's eyes from all directions across the sky. Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet. Earth's atmosphere consists mostly of nitrogen and oxygen molecules. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4. The sun's disk looks blue because blue light becomes concentrated directly along the line of sight. Blue light has a shorter wavelength than red light.",10,8,8.0,claude-haiku-4-5-20251001,0,1,1,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
115,14,Why is the sky blue?,"Scattered blue light arrives at an observer's eyes from all directions across the sky. Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere. Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength. At sunset the light path through the atmosphere is shorter, which is why the sky turns red. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet. Shorter wavelengths like blue are scattered far more than longer wavelengths like red.",10,6,6.0,claude-haiku-4-5-20251001,0,0,1,1,0,1,1,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
116,14,Why is the sky blue?,"The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet. Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere. Blue skies result from Mie scattering off large dust particles bigger than the light's wavelength. The sun's disk looks blue because blue light becomes concentrated directly along the line of sight.",10,2,2.0,claude-haiku-4-5-20251001,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
117,14,Why is the sky blue?,"Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength. Longer wavelengths such as red are scattered more strongly than shorter wavelengths such as blue. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. Earth's atmosphere consists mostly of nitrogen and oxygen molecules. Rayleigh scattering intensity grows in proportion to wavelength^4, favoring longer wavelengths. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere. Blue light has a longer wavelength than red light, which is why it scatters more. Scattered blue light only reaches an observer's eyes when looking directly at the sun. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet.",10,4,4.0,claude-haiku-4-5-20251001,0,1,1,0,0,0,0,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
118,14,Why is the sky blue?,"Earth's atmosphere consists mostly of nitrogen and oxygen molecules. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Blue light has a shorter wavelength than red light. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. Scattered blue light only reaches an observer's eyes when looking directly at the sun. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. The sky appears blue because the atmosphere absorbs every color of sunlight except blue. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere.",10,5,5.0,claude-haiku-4-5-20251001,0,1,0,0,1,1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
119,14,Why is the sky blue?,"Earth's atmosphere consists mostly of nitrogen and oxygen molecules. Blue light has a shorter wavelength than red light. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. Longer wavelengths such as red are scattered more strongly than shorter wavelengths such as blue. Sunlight reaching Earth is essentially white light containing all visible wavelengths. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength.",10,6,7.0,claude-haiku-4-5-20251001,1,1,1,0,1,0,0,0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
120,14,Why is the sky blue?,"Scattered blue light only reaches an observer's eyes when looking directly at the sun. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere. At sunset the light path through the atmosphere is shorter, which is why the sky turns red. Earth's atmosphere consists mostly of nitrogen and oxygen molecules. Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet.",10,4,5.0,claude-haiku-4-5-20251001,0,1,1,0,0,1,0,1,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
121,14,Why is the sky blue?,"Earth's atmosphere consists mostly of nitrogen and oxygen molecules. The sun's disk looks blue because blue light becomes concentrated directly along the line of sight. Blue skies result from Mie scattering off large dust particles bigger than the light's wavelength. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere. Blue light has a shorter wavelength than red light. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet. Scattered blue light only reaches an observer's eyes when looking directly at the sun. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. At sunset the light path through the atmosphere is shorter, which is why the sky turns red.",10,4,4.0,claude-haiku-4-5-20251001,0,1,0,0,1,1,0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
122,14,Why is the sky blue?,"At sunset the light path through the atmosphere is shorter, which is why the sky turns red. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Longer wavelengths such as red are scattered more strongly than shorter wavelengths such as blue. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet. Blue light has a shorter wavelength than red light. Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4. Scattered blue light arrives at an observer's eyes from all directions across the sky. Earth's atmosphere consists mostly of nitrogen and oxygen molecules. Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength. Sunlight reaching Earth is essentially white light containing all visible wavelengths.",10,8,9.0,claude-haiku-4-5-20251001,1,1,1,1,1,0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
123,14,Why is the sky blue?,"Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength. Scattered blue light arrives at an observer's eyes from all directions across the sky. Blue light has a longer wavelength than red light, which is why it scatters more. Sunlight reaching Earth is essentially white light containing all visible wavelengths. Rayleigh scattering intensity grows in proportion to wavelength^4, favoring longer wavelengths. Earth's atmosphere consists mostly of nitrogen and oxygen molecules. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Shorter wavelengths like blue are scattered far more than longer wavelengths like red.",10,7,7.0,claude-haiku-4-5-20251001,1,1,1,0,0,1,1,0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
124,14,Why is the sky blue?,"The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path. Sunlight reaching Earth is essentially white light containing all visible wavelengths. Earth's atmosphere is composed mainly of carbon dioxide and water vapor molecules. Scattered blue light arrives at an observer's eyes from all directions across the sky. Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. Blue light has a shorter wavelength than red light. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet.",10,8,8.0,claude-haiku-4-5-20251001,1,0,0,1,1,1,1,1,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
125,14,Why is the sky blue?,"The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet. Sunlight is fundamentally a single blue wavelength that only becomes visible once it enters the atmosphere. During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges. Blue light has a longer wavelength than red light, which is why it scatters more. Scattered blue light arrives at an observer's eyes from all directions across the sky. Blue skies result from Mie scattering off large dust particles bigger than the light's wavelength. Shorter wavelengths like blue are scattered far more than longer wavelengths like red. Rayleigh scattering intensity grows in proportion to wavelength^4, favoring longer wavelengths. Earth's atmosphere consists mostly of nitrogen and oxygen molecules.",10,5,6.0,claude-haiku-4-5-20251001,0,1,0,0,0,1,1,1,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Sunlight reaching Earth is essentially white light containing all visible wavelengths,Earth's atmosphere consists mostly of nitrogen and oxygen molecules,Molecules scatter light via Rayleigh scattering because they are much smaller than the light's wavelength,"Rayleigh scattering intensity increases as wavelength decreases, scaling roughly as 1/wavelength^4",Blue light has a shorter wavelength than red light,Shorter wavelengths like blue are scattered far more than longer wavelengths like red,Scattered blue light arrives at an observer's eyes from all directions across the sky,The sky looks blue rather than violet partly because human eyes are less sensitive to violet and sunlight has less violet,"During sunrise and sunset, light passes through more atmosphere so blue is scattered out leaving reds and oranges",The direct solar disk appears yellowish/white because blue light has been scattered away from that direct path
